,USN,10thPercentage,10thMarks,12thPercentage,Branch,CGPA,CourseName,CourseGrade,CompanyName_New,CTC,TierLevel,CoCurricularActivities,EmploymentType,EventsParticipated,GeneralSkills,Languages,MinorAttended,NoofInternships,InternshipProjectDomain,InternshipCompany,NoofProjects,ProjectDetailDomain,ProgLanguages,Publication,ResearchDomain,ScholarshipsKey,SoftwareTools,VolunteeringWork,WorkshopsOrg,WorkshopsDomain,AwardsNLPkey,ExternalCertificatesKey,ExternalCertificatesDomain
81,PES1201700205,10.0,95.0,90.4,ECE,8.46,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Network Analysis and Synthesis', 'Analog Circuit Design', 'Digital Circuit Design', 'Signals & Systems', 'Analog Circuit Design Laboratory', 'Digital Circuit Design Laboratory', 'Transducer and Sensor', 'Control Systems', 'Computer Organization', 'VLSI', 'Electromagnetic Field & Transmission Lines', 'Computer Organization Laboratory', 'VLSI Laboratory', 'CIE - Level I', 'Communication Engineering', 'Digital Signal Processing', 'Embedded System Design', 'Digital Signal Processing Laboratory', 'Embedded Systems Design Laboratory', 'Digital Image Processing', 'Artificial Neural Networks', 'Machine Learning', 'Advanced Digital Image Processing', 'Computer Networks', 'Digital Communication', 'Microwave Engineering  ', 'Digital Communication Laboratory', 'Microwave Engineering Laboratory', 'Mini Project Advanced', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Engineering Mathematics -III', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'CIE - Level II']","['C', 'A', 'C', 'A', 'A', 'A', 'S', 'B', 'C', 'A', 'C', 'B', 'A', 'S', 'A', 'A', 'C', 'B', 'B', 'A', 'A', 'A', 'A', 'B', 'B', 'S', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'S', 'B', 'AP', 'AP', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'A', 'A', 'A""']",,,,,,"{Prakalpa:Certificate of Excellence},{Prakalpa:Certificate of Excellence}","Design Thinking , Team Leadership and Management , Ability to Organize , Analytical Thinking and Problem Solving , Microsoft Office , Arduino","English , Telugu ( Bilingual proficiency )   ,  Hindi , Kannada( Intermediate Proficiency ) , French ( Elementary Proficiency )",,1,Machine Learning##Image Processing##,,5.0,Machine Learning##IoT##Image Processing##Deep Learning##Algorithms##,,ieee##,Cloud computing##IoT##,,,"Teaching Assistant ship for the course Control Systems , PESU I/O SME [ Jan-Feb] - ",,,distinction award##,,android##
82,PES1201700212,10.0,95.0,90.8,CSE,9.4,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Object Oriented Programming with Java', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'MATLAB for Image Processing', 'Computer Networks ', 'Introduction to Operating Systems', 'Machine Learning', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Problem Solving Skills for Software Engineers - I', 'Compiler Design', 'Cloud Computing', 'Web Technologies - II', 'Compiler Design Laboratory', 'Web  Technologies - II Laboratory', 'Applied Cryptography', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'Big Data', 'Data Analytics', 'Natural Language Processing', 'Digital Image Processing']","['A', 'S', 'B', 'A', 'S', 'S', 'S', 'A', 'S', 'S', 'S', 'A', 'A', 'S', 'A', 'A', 'S', 'S', 'S', 'S', 'A', 'A', 'A', 'S', 'B', 'A', 'A', 'A', 'A', 'S', 'S', 'A', 'S', 'S', 'A', 'A', 'AP', 'AP', 'A', 'A', 'S', 'S', 'A', 'S', 'S', 'S', 'S', 'S', 'A', 'A']",Goldman Sachs,16.0,1.0,,Full time employment + Internship (Mandatory),"{India Mobile Congress Expo 2019 , New Delhi .:IMC Lead}","Self-motivated, Leadership, Teamwork , Communication , Resilient , Time Management","Kannada, English , Hindi ",,2,Image Processing##,Goldman Sachs##IIIT##,7.0,Cloud computing##Database Management System##Web Development##Compiler Design##IoT##Natural Language Processing##Big Data##Data Sience##Image Processing##Deep Learning##Micro Processors and Controllers##Robotics##,,,,cnr##,,"Organiser of college fest - Aatmatrisha ,  Class coordinator in Prakalpa Science fest",,,,,
83,PES1201700214,10.0,95.0,93.0,CSE,9.03,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'C++', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Android Application Development', 'Computer Networks ', 'Introduction to Operating Systems', 'Machine Learning', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Principles of Macro Economics', 'Compiler Design', 'Cloud Computing', 'Web Technologies - II', 'Compiler Design Laboratory', 'Web  Technologies - II Laboratory', 'Advanced Problem Solving Skills for Software Engineers', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'Big Data', 'Artificial Intelligence', 'Computer Network Security', 'Advanced Computer Networks']","['B', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'S', 'S', 'S', 'A', 'A', 'A', 'A', 'S', 'S', 'S', 'A', 'S', 'A', 'A', 'B', 'A', 'B', 'A', 'A', 'A', 'S', 'A', 'A', 'S', 'A', 'S', 'A', 'B', 'AP', 'AP', 'B', 'A', 'A', 'A', 'B', 'B', 'B', 'S', 'S', 'S', 'A', 'A']",SymphonyAI,15.0,1.0,,Full time employment + Internship (Mandatory),,"Communication, Flexibility, Management","English, Hindi",,1,Big Data##Image Processing##,,1.0,Machine Learning##,,,,cnr##,,,,,,,
84,PES1201700225,10.0,95.0,77.0,CSE,8.13,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Unix Shell Programming', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Web Frameworks', 'Computer Networks ', 'Introduction to Operating Systems', 'Machine Learning', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Telling Stories with Data', 'Compiler Design', 'Cloud Computing', 'Web Technologies - II', 'Compiler Design Laboratory', 'Web  Technologies - II Laboratory', 'Applied Cryptography', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'Big Data', 'Data Analytics', 'Computer Network Security', 'Knowledge Management']","['C', 'A', 'C', 'A', 'C', 'B', 'C', 'B', 'B', 'A', 'A', 'C', 'C', 'B', 'B', 'B', 'S', 'S', 'A', 'B', 'A', 'B', 'B', 'A', 'A', 'A', 'B', 'A', 'A', 'A', 'A', 'B', 'B', 'S', 'C', 'C', 'AP', 'AP', 'A', 'C', 'C', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A']",Wipro,6.5,2.0,,Full time employment + Internship (Mandatory),,"C, Python, HTML, CSS, JavaScript, Django Framework, Vue, Bash, Object Oriented Programming",,,1,Image Processing##,Wipro##,3.0,Web Development##Image Processing##,,,,,,CSR club member,,,,,
85,PES1201700227,90.0,90.0,97.9,CSE,8.98,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Probability Models for Computer Science', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Mini Project', 'Computer Networks ', 'Introduction to Operating Systems', 'Machine Learning', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Mini Project', 'Compiler Design', 'Cloud Computing', 'Web Technologies - II', 'Compiler Design Laboratory', 'Web  Technologies - II Laboratory', 'Mini Project', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'Deep Learning for Speech and Natural Language Processing', 'Advanced Algorithms', 'Data Analytics', 'Topics in Deep Learning', 'Knowledge Management']","['A', 'A', 'A', 'A', 'B', 'A', 'S', 'A', 'S', 'A', 'S', 'A', 'A', 'A', 'A', 'B', 'S', 'S', 'S', 'A', 'A', 'A', 'A', 'B', 'S', 'A', 'A', 'A', 'S', 'S', 'S', 'A', 'S', 'S', 'A', 'B', 'AP', 'AP', 'B', 'B', 'C', 'A', 'A', 'S', 'B', 'A', 'B', 'A', 'S', 'A', 'A']",Akamai Technologies,22.0,1.0,,Full time employment + Internship (Mandatory),,,,,2,Cloud computing##Database Management System##Web Development##IoT##Image Processing##Artificial Intelligence##,Akamai Technologies##,1.0,Image Processing##Artificial Intelligence##,,,Software Development##Algorithms##,,,,,,intel##,,
86,PES1201700229,94.0,94.0,87.3,CSE,8.99,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Object Oriented Programming with Java', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Machine Learning', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Compiler Design', 'Cloud Computing', 'Web Technologies - II', 'Compiler Design Laboratory', 'Web  Technologies - II Laboratory', 'Mini Project', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'CIE - Level I', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'CIE - Level II', 'Advanced Algorithms', 'Data Analytics', 'Generic Programming', 'Heterogeneous Parallelism']","['B', 'A', 'B', 'B', 'A', 'S', 'B', 'B', 'A', 'A', 'S', 'A', 'S', 'S', 'A', 'S', 'A', 'S', 'A', 'A', 'A', 'S', 'A', 'S', 'A', 'A', 'S', 'S', 'A', 'A', 'B', 'S', 'A', 'S', 'C', 'AP', 'AP', 'C', 'A', 'B', 'B', 'A', 'A', 'S', 'A', 'A', 'S', 'S', 'A', 'A']",Commvault,0.0,1.0,,Internship only,,"Problem Solving, Analytical Thinking",,,,,,1.0,Algorithms##Heterogenous parallelism##,,,,,,,,,,,
87,PES1201700231,94.33,94.33,95.3,CSE,8.65,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'R Programming', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Fine Techniques', 'Computer Networks ', 'Introduction to Operating Systems', 'Machine Learning', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Problem Solving Skills for Software Engineers - I', 'Compiler Design', 'Cloud Computing', 'Web Technologies - II', 'Compiler Design Laboratory', 'Web  Technologies - II Laboratory', 'Advanced Problem Solving Skills for Software Engineers', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'Big Data', 'Data Analytics', 'Topics in Deep Learning', 'Knowledge Management']","['A', 'S', 'A', 'A', 'A', 'B', 'A', 'B', 'A', 'A', 'S', 'A', 'B', 'B', 'B', 'A', 'S', 'S', 'A', 'A', 'A', 'B', 'B', 'A', 'S', 'B', 'A', 'A', 'S', 'A', 'S', 'B', 'B', 'S', 'B', 'B', 'AP', 'AP', 'A', 'B', 'C', 'B', 'A', 'A', 'B', 'S', 'S', 'A', 'A', 'A']",Kickdrum Technologies,12.66,1.0,,Full time employment + Internship (Mandatory),"{Smart India Hackathon 2020 - Software Edition: Finalist [Top 5]},{Smart India Hackathon 2020 - Software Edition: Finalist [Top 5]}","Team Player, Public Speaking, Problem Solving","English, Kannada, Hindi",,1,Cloud computing##Operating System##Image Processing##Algorithms##Artificial Intelligence##,IBM##,3.0,Cloud computing##Database Management System##Web Development##Natural Language Processing##Data Structures##Algorithms##,,,,,,,,,,google##,cloud##
88,PES1201700233,96.3,96.3,94.8,ECE,8.98,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Network Analysis and Synthesis', 'Analog Circuit Design', 'Digital Circuit Design', 'Signals & Systems', 'Analog Circuit Design Laboratory', 'Digital Circuit Design Laboratory', 'Digital Design using simulink', 'Control Systems', 'Computer Organization', 'VLSI', 'Electromagnetic Field & Transmission Lines', 'Computer Organization Laboratory', 'VLSI Laboratory', 'CIE - Level I', 'Communication Engineering', 'Digital Signal Processing', 'Embedded System Design', 'Digital Signal Processing Laboratory', 'Embedded Systems Design Laboratory', 'Digital Switching and Logic Design', 'Artificial Neural Networks', 'Digital Design Using Verilog and Verification', 'Memory Design and Testing', 'Computer Networks', 'Digital Communication', 'Microwave Engineering  ', 'Digital Communication Laboratory', 'Microwave Engineering Laboratory', 'Mini Project Advanced', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Engineering Mathematics -III', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'CIE - Level II']","['A', 'A', 'A', 'S', 'A', 'A', 'S', 'S', 'B', 'S', 'A', 'A', 'S', 'S', 'B', 'A', 'C', 'S', 'B', 'A', 'A', 'A', 'A', 'B', 'B', 'S', 'A', 'S', 'A', 'A', 'A', 'A', 'S', 'A', 'A', 'S', 'S', 'A', 'AP', 'AP', 'C', 'A', 'B', 'A', 'S', 'A', 'A', 'B', 'S', 'S""']",Deloitte,7.6,2.0,,Full time employment only,"{The People's Conference 2017:High Commendation},{The People's Conference 2017:High Commendation},{The People's Conference 2017:High Commendation},{The People's Conference 2017:High Commendation},{The People's Conference 2017:High Commendation},{SRM MUN  Conference 2018:Verbal Mention},{SRM MUN  Conference 2018:Verbal Mention},{SRM MUN  Conference 2018:Verbal Mention},{SRM MUN  Conference 2018:Verbal Mention},{SRM MUN  Conference 2018:Verbal Mention},{ROTA MUN Conference 2018:High Commendation},{ROTA MUN Conference 2018:High Commendation},{ROTA MUN Conference 2018:High Commendation},{ROTA MUN Conference 2018:High Commendation},{ROTA MUN Conference 2018:High Commendation},{Dot Slash Hackathon 2019:Top 10 teams},{Dot Slash Hackathon 2019:Top 10 teams},{Dot Slash Hackathon 2019:Top 10 teams},{Dot Slash Hackathon 2019:Top 10 teams},{Dot Slash Hackathon 2019:Top 10 teams},{Hash Code hackathon 2019:Participation},{Hash Code hackathon 2019:Participation},{Hash Code hackathon 2019:Participation},{Hash Code hackathon 2019:Participation},{Hash Code hackathon 2019:Participation}","Python 3.7, C, Visual Studio Code, Anaconda Navigator, Jupyter Notebook 6.0.3, Verilog, Matlab, Xilinx Vivado, QUCS, Simulink, Scilab, LT Spice, Keil uVision 3/4","English, Hindi, Bengali",Computer Science Engineering,1,Image Processing##,,5.0,IoT##Image Processing##Deep Learning##Software Development##Digital Design and Computer Organization##,,,,cnr##,,"PES MUNSoc 2019-20 President, The People's Conference 2019 Under Secretary General- Head of Delegate Affairs and Director, The People's Conference 2018 OC- Delegate Affairs and Vice Chairperson, TAS 2017- OC- Creative Domain, AT 2018- OC- Hospitality Domain",nokia##,Machine Learning##,,german##,data science##robotics##
89,PES1201700246,96.2,96.2,94.0,CSE,9.46,"['CIE - Level II', 'Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Machine Learning', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Telling Stories with Data', 'Compiler Design', 'Cloud Computing', 'Web Technologies - II', 'Compiler Design Laboratory', 'Web  Technologies - II Laboratory', 'Mini Project', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Introduction to Entrepreneurship - Level 1', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'Serious Python', 'Classical Cryptoanalysis', 'Big Data', 'Data Analytics', 'Computer Network Security', 'Advanced Computer Networks']","['S', 'B', 'A', 'A', 'S', 'B', 'S', 'A', 'S', 'A', 'S', 'S', 'A', 'A', 'A', 'S', 'S', 'S', 'S', 'A', 'S', 'A', 'S', 'S', 'S', 'A', 'S', 'S', 'S', 'S', 'A', 'A', 'S', 'A', 'S', 'A', 'AP', 'AP', 'B', 'A', 'S', 'S', 'S', 'A', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'S']",Morgan Stanley,2.0,1.0,,Full time employment + Internship (Mandatory),{Amateur Scientist 2017:Volunteered for the Entrepreneur Competition held during the college technical fest.},Proficient technical skills and problem solving abilities.,"English, Kannada, Telugu, Hindi",,1,Image Processing##,Morgan Stanley##,3.0,Cloud computing##Machine Learning##Natural Language Processing##Data Sience##,,,,cnr##,,Community Service Volunteered at Spastic Society of Karnataka.Worked as a teacher’s assistant to help mentally and physically challenged children,,,,,
90,PES1201700253,95.0,95.0,93.0,CSE,9.78,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'R Programming', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Mini Project', 'Computer Networks ', 'Introduction to Operating Systems', 'Machine Learning', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Python Application Programming', 'Compiler Design', 'Cloud Computing', 'Web Technologies - II', 'Compiler Design Laboratory', 'Web  Technologies - II Laboratory', 'Advanced Problem Solving Skills for Software Engineers', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'Serious Python', 'Unix In Depth', 'Advanced Algorithms', 'Data Analytics', 'Generic Programming', 'Digital Image Processing']","['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'S', 'S', 'S', 'A', 'S', 'S', 'S', 'A', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'A', 'S', 'S', 'S', 'S', 'AP', 'AP', 'S', 'B', 'A', 'S', 'S', 'S', 'B', 'S', 'S', 'S', 'S', 'S', 'S', 'S']",Microsoft,43.0,1.0,,Full time employment + Internship (Mandatory),"{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{Smart India Hackathon 2020:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{INTEL - ADAS Competition 2019:Finalist},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place},{eYantra Robotics Competition 2018:7th Place}","Programming, Analytics, Machine Learning, Full Stack Web Development, Robotics","English, Hindi, Sanskrit, Malayalam (oral)",,3,Cloud computing##Operating System##Machine Learning##Image Processing##Deep Learning##Algorithms##Reinforcement Learning##,Microsoft##Crucible of research and innovation##Microsoft##Microsoft Innovation Lab##,7.0,Cloud computing##Operating System##Machine Learning##Database Management System##Web Development##Data Sience##Image Processing##Deep Learning##Algorithms##Artificial Intelligence##Computer Vision##Reinforcement Learning##Robotics##,,ieee##,,cnr##,,Teaching Assistant (Advanced Algorithms - UE18CS311),ieee##,IoT##Artificial Intelligence##,,nptel##linkedin##harvard##,machine learning##data science##robotics##pattern recognition##
91,PES1201700264,89.0,89.0,88.7,CSE,8.65,"['Introduction to Computing Using Python', 'Introduction To Computing Using Python Laboratory', 'Problem solving with C', 'Problem solving with C Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'R Programming', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Android Application Development', 'Computer Networks ', 'Introduction to Operating Systems', 'Machine Learning', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Problem Solving Skills for Software Engineers - I', 'Compiler Design', 'Cloud Computing', 'Web Technologies - II', 'Compiler Design Laboratory', 'Web  Technologies - II Laboratory', 'Applied Cryptography', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India & Professional Ethics', 'Environmental Studies', 'Unified Engineering', 'Engineering Mathematics - I', 'Engineering Mathematics - II', 'Linear Algebra and Its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Engineering Physics', 'Physics Laboratory', 'Database Technologies', 'Artificial Intelligence', 'Storage Area Networks', 'Knowledge Management']","['C', 'A', 'B', 'A', 'B', 'B', 'B', 'C', 'C', 'B', 'S', 'B', 'B', 'B', 'A', 'B', 'S', 'S', 'A', 'S', 'A', 'B', 'A', 'A', 'A', 'B', 'B', 'A', 'A', 'A', 'A', 'A', 'S', 'S', 'A', 'A', 'AP', 'AP', 'A', 'S', 'S', 'S', 'A', 'A', 'B', 'S', 'A', 'B', 'A', 'A']",Amagi,15.0,1.0,,Full time employment + Internship (Mandatory),{ Samarpana Marathon:Organiser},"Problem Solving  Skills , Computer Networks  ,Operating  System  ,Databases  Management  System","English , Hindi",,,,,3.0,Cloud computing##Database Management System##Web Development##,,,,cnr##,,,,,,,
